,cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
153,Ugz5mT5VhFCs9oJk1ed4AaABAg,Awesome colab fieldday 3 know fishing matt awsie know territory all 3 spearing fishing loving would huge,1 month ago (edited),@chrisagrusa9229,UC4uCbKWjs-9io9p53oaJx-Q,0,https://yt3.ggpht.com/ytc/AOPolaRFMXuYe_LbqhjXkKpIGRt3mJznvr5TgEhDwb47v0EeaYlIOSetfplE-VJpJGY4=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.713277
154,Ugxz24HUZg4poz8YUZp4AaABAg,what use crab bait,1 month ago,@johnkundla8179,UCXMC57Vl5s1zCg1eAb5Hnhg,0,https://yt3.ggpht.com/ytc/AOPolaTeGucnlvmNH3_v0i57en3-tZC4D4RL_zXp_Q=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.7153
155,Ugx1WndgBklMbzTMN794AaABAg,love video keep hard work,1 month ago,@brynljones1620,UC6Gu1QFjnQ5JcxeJbw8tPJw,1,https://yt3.ggpht.com/ytc/AOPolaT0hcUR-pGiXLzbDI1lR1Nf5ieIWxmPxSSDru0tGgNFVuxgh-ZaX6A8CAUXI-ri=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.717961
156,UgwTkdWIVhSWCVmMbJV4AaABAg,as fantastic I would kill fish Gido cliff WAin fact rokkit go,1 month ago,@frankandrews58,UClApJSKVNLOkI04e-riZnrA,0,https://yt3.ggpht.com/ytc/AOPolaTMLAa0k0sGTokh73DDH2Ha9kevY09CC6IESA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.719095
157,UgweX4nhGyf3F-ST_VV4AaABAg,thank share awesome video,1 month ago,@geri9839,UC67llhuoAnxi4UvTkemHWJw,0,https://yt3.ggpht.com/ytc/AOPolaTA2g54024GmixdmnSPAUVzx8xdr8TlIgZLUw0t=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.721077
158,UgzxoaDoTc-HQU97ciN4AaABAg,it ll awesome u colab field day since Australia,1 month ago,@danielsalazar3988,UC3QmbnwBdkksKkk6-IDFoSA,1,https://yt3.ggpht.com/ytc/AOPolaRnRtjU-6ZJwZV1sEzYp5lUfHkVhijssoym=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.724073
159,UgzmIPhSguQTrf7sJkZ4AaABAg,Hope video Field day that dude epic,1 month ago,@justin51oh55,UChFgq2z5XQp_v5YfiGk_emg,0,https://yt3.ggpht.com/ytc/AOPolaQDqWJC4nazHb55ipHMzUWmYdHPx04u6WB4AA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.726078
160,UgwEkGe9HAgR8mYdEKl4AaABAg,my bros grow I halfkorean longtime view channel Cheers,7 days ago,@Chanx2,UCElzjOJymg5YDS8IXb3hp5w,0,https://yt3.ggpht.com/t2j_kEngtJyKyfUzLhqvAYLloxEr49Qj1qOOqDFR1orhx1VUab1aO6pR5Fr3Wa0rP9bLZksjbQ=s176-c-k-c0x00ffffff-no-rj,False,False,1691707240.728054
161,Ugy2rRD5UojNyKIzwm54AaABAg,I ve eat mud crab thailand sev times I ve always find taste underwhelme i d say dungeness crabs pac coast US def much sweet full umami maybe water mud crabs dwell brackish andor cold enough lot meat thoughbland meat,1 month ago (edited),@yomuthabyotch,UCB9_5HmC5kpCM8jw1xyfFRg,0,https://yt3.ggpht.com/ytc/AOPolaQSgH0StkQfkIxGA6yp4nvx8Otkww1GZcmpqQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.7301
162,UgzYdsHhzD3OlCyzfCt4AaABAg,so epic what s taste difference compare Dungeness,1 month ago,@whatsdbcooking8111,UCFgKco5rzNonNaVUFPA_veg,0,https://yt3.ggpht.com/ytc/AOPolaQxE0Dv8ZCiM_rveb5vJOde-JwXskwXYZy8cOjY=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.733067
163,UgzZfG9_1NwI6eLySht4AaABAg,that s cool RoKKiT KiT I watch page time congrat,1 month ago,@robertvelasco5681,UC0Rd6FSOV7nOj-GaSvkxofw,0,https://yt3.ggpht.com/ytc/AOPolaSJb75GjH1ZBfAxLNDaW-zQE6DRQKsGVVu_dYsRW9k=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.736156
164,Ugz5HhmkFiQdlXUWLSd4AaABAg,bonjour JOCELYN TAKU ET ROKKIT WAOUH LA PÊCHE AUX CRABE ĜEANT ET SUPERBE L AUSTRALIE ET UN pay MAGNIFIQUE VOTRE RECETTE MA MISE leau a LA BOUCHE TELLEMENT SA LAIR DÉLICIEUX BRAVO à TOUS LES TROIS MERCI POUR LE PARTAGE JAIME JAIME BEAUCOUP,1 month ago,@fatimalebouazda7341,UCpvlYuK_yV2q-nJ0xODKmDw,0,https://yt3.ggpht.com/ytc/AOPolaS0J8yPnGM8cRHuI4jJthzQCCuqF-KYrH72Cw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.738086
165,UgxemV6qgYrNtUcnljt4AaABAg,my fav collaboration time,1 month ago,@tiffanysmith8343,UC-Fgn66RqPUhU5xISXwHQXw,0,https://yt3.ggpht.com/ytc/AOPolaTj698BbCnHGAN1jA03wMQyI3dl4vRnrpLphEiL=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.740089
166,UgzIuUJT9RwMrEIf2S54AaABAg,how go convince Rod come can another video mashup series,1 month ago,@thomcheney,UC3rTw96E_-0LZQmacgIoNFg,0,https://yt3.ggpht.com/ytc/AOPolaTVpPRA1GBbeto-nv1bfwqUoGGCWW9XqWDR3Q=s176-c-k-c0x00ffffff-no-rj,False,False,1689633640.742075
167,Ugz1yu1tzlUrOKfbwFV4AaABAg,its common south Pacific Islands kid snack raman season crack packet,1 month ago,@thomasforbestv5388,UChyyWUOP5Mx61BQYsJv_Iaw,0,https://yt3.ggpht.com/ddAVDSRI5hRZIaZkf-D-p6XonVe5EhxGNl7hUu69sYC-PCl5bJwIil0VKrYjvJfRtBoQfRvBRg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.089774
168,UgzNKjPcuqMr4ZcKgGt4AaABAg,be wait one Lets gooo,1 month ago,@relayofficial5910,UCCfiKcRZON6_Gyu_xzVHekQ,0,https://yt3.ggpht.com/ytc/AOPolaRJ9wiAlMlymYP4FLi3ZGkQlDl9Pj4ccS4WuMHuoA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.092793
169,UgyqbO7MAcq_ymc8_X14AaABAg,Great Video thank both,1 month ago,@LeandroCasasBandLeader,UCKPuYJ9JkKDEAdTnmftBKXA,0,https://yt3.ggpht.com/ytc/AOPolaRkQZH4WZIS3f-dEAzR9XdJRZewdaEJpoCYqu6otg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.09479
170,UgzGx0N4YtvpBmqj-6J4AaABAg,next time australia go dive spot swimmer crab insanely long arm unlike typical spotted swimmer crabs US see dude catch em diving like 15 ft deep lie grass bed,1 month ago,@Lockdown22,UCCZTsJ-Vv9MVbvBErW1N55A,0,https://yt3.ggpht.com/ytc/AOPolaTHEeIiTQsG6AalXzBzx6KErZeKy-dupNkXQb3K6UDlo1yY8r_kvrOuEdMvhpY3=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.097795
171,UgxeyZHqNdRUTZUhFWl4AaABAg,rokkit favorite collab far,1 month ago,@chrishawj6,UCjDy8kZNtFWeaW_RHM46ygg,0,https://yt3.ggpht.com/YWWq2N8Wiq7qg6_lJHYA4bS4pNVxXgC7EPVrBDiWy9JnIoRj1P9iRdBjcUgkvjH83M1CqpNTKfc=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.100775
172,Ugx75kdyfleAs2LLaCV4AaABAg,Crab look bomb,1 month ago,@laujjohnny7401,UCco4zzHeZ2TYfgs2q96R97g,0,https://yt3.ggpht.com/ytc/AOPolaRslDcZywmbznm0-YT_FvEAu98Wj3Au0RSqwQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.104803
173,UgyiZkhuATL_aSijAbp4AaABAg,drone shot tho,1 month ago,@briansze6137,UCrFbZveaTkiipxdnW7BhCoA,0,https://yt3.ggpht.com/ytc/AOPolaTs9KaP_DxKjsv-9Y5k7b7dHsYRhf0KTQ5d1Q=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.107803
174,UgxIJeixxAUU3Bxpyop4AaABAg,in Navajo Reservation put sauce bag crush raman noodle eat good your one,1 month ago,@user-cl7tq6oh4c,UCFz5iorCZp4F-339-IMgVJA,0,https://yt3.ggpht.com/ytc/AOPolaSD6OW31EHaY4GLSzmKwu8CTpiYR1_RdrQDVVjBQj7MvjQuLgTEkbuelb7EFRgD=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.109785
175,UgwBAJFY5cFyFZ8aQv54AaABAg,I know girl Jocelyn go to end big giant claw good girl look great,1 month ago,@randallfoster6107,UCHifpMdmJ1TBAbRpjam_9-w,1,https://yt3.ggpht.com/ytc/AOPolaT1QsFiI7hJU-MdKIpaZ8JhmHQDA6drsE1m_w=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.112799
176,UgyqfhWrtgxwnX7k-NN4AaABAg,great episode,1 month ago,@Triniboywonda,UCoMjtnX6DttO8nRGOrmrrmA,1,https://yt3.ggpht.com/ytc/AOPolaQTCEPEteDaXtV7XdI56dOyE6zrkrc8IHKXXxVy=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.115835
177,UgwmZoXMeT3qrcCGVk94AaABAg,man I wish I able those thing,1 month ago,@lordcyan5657,UChcRcyFBCNXG1S7E9ZpnPpw,1,https://yt3.ggpht.com/ytc/AOPolaTENcXXOy6GpkLszCp3UzIU4B_gUqkAaZlmvnm-Vg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.117782
178,UgyiNOqSZdPOYb5MZO94AaABAg,love collab,1 month ago,@meshlol,UCqYQW8r4U_VT9FhUSqiOBVA,1,https://yt3.ggpht.com/ytc/AOPolaRKvq0MWlPOZJUzL9YDIr60j8wT3LtnyMHYdQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.119939
179,UgxI_stL3gh9b4DA_yZ4AaABAg,Outdoor Chef Life public kitchen so cool,1 month ago,@believehorus7626,UClMLMq0l5Qpky7Ew559-UNg,0,https://yt3.ggpht.com/ytc/AOPolaSYhTf_XfpyfNS9K0SSP3eUX7FGZO0FW9NecKnuXgG6XSEAOhK0wOfYCLa1zmdk=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.122915
180,Ugx4TMGDlslgdzFLiqh4AaABAg,as kid use eat raw Ramen would get scold go to get worm parasite,1 month ago,@lmendoza3365,UC9D55UhrIlN87iLNubzMqkA,0,https://yt3.ggpht.com/ytc/AOPolaRKIq6_7KpEaSAtKDG75UY6MjJyrRZmi81qgcFkdA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.124933
181,UgzIHo0lvJi8O1QZhcd4AaABAg,another epic vlog,1 month ago,@skang3368,UCuDViwZUlfqyQH0zlV6Jc6g,0,https://yt3.ggpht.com/ytc/AOPolaRFW6MuJ_9ZuK2M8onhOkhB_4rJal27w0oeqj5MulMQdaBeMeyxYEREyKWrU8zO=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.127931
182,Ugwh8g2oP9OWLMEjnKp4AaABAg,yesssss wait episode since Rokkits video,1 month ago,@phunkyfill74,UCOn1mDAMOmKM_2VrrGO7Bfw,0,https://yt3.ggpht.com/ytc/AOPolaS0cpGIgzf4r11dvLpPYcnuTiGA8daXWzvRQA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.131931
183,UgzXs42osf4mPhKLD5Z4AaABAg,FYI we do not call country Aussie Aussie mean Australian while Straya mean Australia,1 month ago,@The007038,UCaDnJHLNQcbPVCPFkMe2mIQ,0,https://yt3.ggpht.com/ytc/AOPolaSlJTBcfMXAfCIeLcICfZXZRaKgE93wzAdeEw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.134913
184,Ugw2vmc_z5Sba9inqsZ4AaABAg,raman noodle straight bag normal Lol fishing snack could always afford,1 month ago,@kodywalker8950,UCMzP8ArgOnoy8Nm-6vEsdAQ,0,https://yt3.ggpht.com/ytc/AOPolaRsSUcb-IPrdwCWZnNNY96hHdbK4KU2ThMpuJcD=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.136914
185,UgxYNlKd0zyTgQWlJG14AaABAg,eat raw noodle season packet sprinkle tasty snack ngl,1 month ago,@krypticsentinel,UCn7beq9gTvPKdC2fj5qzegg,0,https://yt3.ggpht.com/BLjd5OorPzwznAJrHGfo2y3cV-Gq16DEk67Gz1H2rvCP3lrI2V2BGC0ouicpJUbIZrRXdluQQw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.139931
186,UgzbdPiGJDoujsiR20h4AaABAg,Singapore chilli crab Yum,1 month ago,@zenphotocraftmedia8326,UCcV2Fdf36A88kdUYwRRSQCQ,0,https://yt3.ggpht.com/ytc/AOPolaRapeFHBAxdrR4NXL989k3EP1UVgmdVQhxsAo5jxLM=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.142931
187,UgzYMUZ4GvNnNXrYi4B4AaABAg,rokit Kit man,1 month ago,@johnsmalldridge6356,UC51pSWapj71PBl_XnKPNXfQ,0,https://yt3.ggpht.com/ytc/AOPolaT7j-pUT4U15kiGnaWhhzyM3mRsZJuqdcqV8g=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.512738
188,UgyXSthT249Q1_NyKSt4AaABAg,awesome video,1 month ago,@theoutdoorlife4665,UCO0wy1oP_riNlYX817W-MfQ,0,https://yt3.ggpht.com/2WzDq-nQYscnNjhwIB_XTi5tnhnZsX_1ZongJkbaG82UcmJxgn5batXFwXFLXtOay97RNElxk-g=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.515727
189,UgzR8KXQ6dZzDGARHRF4AaABAg,I literally do not know single person have not least aware people eat raw raw already cook dehydrate simply rehydrate heat home raman,1 month ago,@Calibrumm,UC9oPdxF5d9nPUW4CNuvaVGQ,0,https://yt3.ggpht.com/-PJgNiqfzOm5jjTx73TwyKaS7uD1nTQPD5gTvKJqfDQrE0dwf2_SrmUth_GD10_eh26YK6I-yQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.517735
190,UgwGYF38f5xF2z5nZY94AaABAg,Uncooked raman good Love vid tell you all get vid kayak see pic gram I think look like good time cheer you all,1 month ago,@Jake-ky9ed,UCJ3VQg7AV-uBI6tVBEiN48Q,0,https://yt3.ggpht.com/ytc/AOPolaRdvKNRKSaR-9-rIefvndiLhP48t8ohPrgSQOj8=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.520439
191,UgxAut_4YKfMKxGKp2Z4AaABAg,Dammmm hugeeee one,1 month ago,@faheemmohammed4068,UCCDJnwG5IyZqwqw4U0YZAtw,0,https://yt3.ggpht.com/zx9NP781eESNkM05-rKCsfj05nwvRuw3yQC9D-k2q28aoK_6C6n804qPMoqO1iNIFakdf2nD5lc=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.523448
192,UgxXSdeygLDmee4zXI14AaABAg,that drone shoot start 335 SIIIIIICK brutha,1 month ago,@lylecontaoe,UCm-TxM8juAwGxRKywRWhs5g,0,https://yt3.ggpht.com/ytc/AOPolaRkekOmvS63vxZ5KGw8X_gPD2aoCdA-uXAnGc1Jpg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.525438
193,UgxJ1RYK8Av-k_GhGOB4AaABAg,I hope get meet yah come back New Zealand I d love take boat,1 month ago,@reefreaperfishingnz,UC8aec8XxZiyzNRC-CX0q_pw,0,https://yt3.ggpht.com/ytc/AOPolaTeqAetUnUFF_pJHCOVAX9uQVhI2b4DNnr8V35I=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.52844
194,UgzHwpd44agZ1Z0qFRB4AaABAg,take uncooked noodle smash bag add season normal way eat Quick easy snack,3 weeks ago,@tonyj9089,UCEQ6A-M5mSc2wfFz8tWCH9g,0,https://yt3.ggpht.com/ytc/AOPolaTXYqQjHxthMhDxb4dikUaxtXKKWiC1pXHe9IAkXg=s176-c-k-c0x00ffffff-no-rj,False,False,1690497641.530449
195,UgyhZsmAOIr8wdD8XwF4AaABAg,get to love see rod taku,1 month ago,@James-ml7ws,UCUotGhlmlge9JmzW2gWEuZA,0,https://yt3.ggpht.com/ytc/AOPolaRsMou4IsfGr90DfKKssTUaXeKN8mG7KDWHt7aPRA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.532443
196,UgxKQ2mWucVbRsVrEaN4AaABAg,great video Taku Jocelyn Rokkit Stay safe,1 month ago (edited),@rickylee6129,UCNijwM9lDF-nKVCDyUny26g,0,https://yt3.ggpht.com/npXWdJ59Z3grV9oSm-g01WlPCOdStGSrw4tLEjPNoB148pGmDkxFjY9IAREJ9WbrA8KGkXOCHA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.535443
197,UgwP1mjqSloKAdiyM-x4AaABAg,big boi look proud show klaw like,1 month ago,@roryasrorri701,UCFAxxSD_Qthj9igOmGIYevw,0,https://yt3.ggpht.com/ytc/AOPolaToO4a2VlDWW5Mfwqo_fDM5cWVHYuiPulZZBicDpQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.537441
198,Ugzg0u9ioIBimIOgePZ4AaABAg,happy fishing,1 month ago,@floatingvillage7538,UCujj09vdquYk469Ozs0fWnQ,0,https://yt3.ggpht.com/ytc/AOPolaTMx-45UT3RnQZenpNwAL0ha-xmff7yqDrCB9zK=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.540442
199,UgzJSmss0E7vAqu8YEF4AaABAg,hear first QLD muddie hand good crab,1 month ago,@Rhskee213,UCWFpIao6eCtiW1ml6-OLLBg,0,https://yt3.ggpht.com/ytc/AOPolaQ-_pOLBK18-ZVws1VaXKf4fXDxoMMLFWOxSQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.542439
200,UgxLCN_Li98qUPUm8fl4AaABAg,I think normal eat also would thing raman lmao,4 weeks ago,@cedricmose8282,UCGTw1sQjK3JbzqqdSdPaMuw,0,https://yt3.ggpht.com/ytc/AOPolaQwErjcbMxMZgf1M4Vq371FB28cRl-oOAnUD0u37T8=s176-c-k-c0x00ffffff-no-rj,False,False,1689892841.544445
201,UgzHdYMdTBcb6zkBzux4AaABAg,Best YouTuber,1 month ago,@tylerreynolds1261,UCd_HEfBdjVl0Mv0ymTGxpYg,1,https://yt3.ggpht.com/ytc/AOPolaSQeMmvaAvd6Sd6CvmwwLEoxNB2gaS14PCjNw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.546439
202,UgwH3gzsLL2wRF0hbLh4AaABAg,I ve try mud crab once you ve dungeness crab pale comparison Taku assume you ve Crustacean Thahn Long SF,1 month ago,@mitchsn,UChRGr90S4HUCeaVlqH8AV0A,1,https://yt3.ggpht.com/ytc/AOPolaTHrO5lLL3-4dsbc6GyD_7AuM5sr-yy7rQgbg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.548477
203,UgzQJPncW_YZOF9p9R54AaABAg,the one never eat raw raman bag live life full,1 month ago,@legendaryyaj,UCDtrkUGlkeDfDrlBzIwv3yQ,0,https://yt3.ggpht.com/ytc/AOPolaTIeTFtGuxZdyPlY74XxqYa5TUJ9d75fnHd8Fnd8g=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.55144
204,Ugy3sdyPTa0yG-FrPIR4AaABAg,eat raman crush bag seasoning sprinkle wonderful anyone say be not never do although like shin much get to cook one maruchan problem,1 month ago,@RogueStatusX,UC__Ba52fRQfg55uCH0yOxvQ,0,https://yt3.ggpht.com/ytc/AOPolaSuoUBYZOSW2hNg8rd5vpKWi0HPRmAbfYhN=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.553444
205,UgwzN_E73bJN25MWVM14AaABAg,have not quite mastered art work you ve get quite like Rod look tasty,1 month ago,@Your_Face,UCEhAILWKnjPAo-eDzOPgCLA,0,https://yt3.ggpht.com/VszzfnCxmfJAYmKqB3ipcWvj5C2lS-YQHyROD87eJJnpzMMCmbZ6wzCuwgRZZX3E0GskUDd9Dg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.556442
206,Ugy8cJve-oBAkwCgsJd4AaABAg,Holly crab that s massive crab,1 month ago,@desertbuddy2652,UCRCZxn_bzdKmOnY0sT5S3mQ,0,https://yt3.ggpht.com/ytc/AOPolaT8f1f_74rphRoiSHsFEF54joP-SzEr1oc5j7F3Ig=s176-c-k-c0x00ffffff-no-rj,False,False,1689633641.558439
207,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rlWAyOcGRK,I agree we catch lot mud crab live Hawaii Huge vicious one like catch I never really care texture taste back Pacific Northwest catch Dungeness still well eat crab,1 month ago,@seancallahan9026,UCJjCJ_RfZvWhixY5Eo0BzwQ,1,https://yt3.ggpht.com/3p-_baV3phwh4s1tak7OD9d0rtbB_eFv_awXpidkx52HsO-SjtbC7fehgxOD5TLklAkG9OndZQ=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.770849
208,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rlWg2PUYrP,seancallahan9026 yeah I surprise texture meat Mud Crabs especially claw,1 month ago,@mitchsn,UChRGr90S4HUCeaVlqH8AV0A,1,https://yt3.ggpht.com/ytc/AOPolaTHrO5lLL3-4dsbc6GyD_7AuM5sr-yy7rQgbg=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.773741
209,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rlXvYO-VkK,bouncy I m begin think mud crab I serve overcook I suspicious I year ago certainly would not describe claw meat silky bouncy will give second shot,1 month ago,@mitchsn,UChRGr90S4HUCeaVlqH8AV0A,1,https://yt3.ggpht.com/ytc/AOPolaTHrO5lLL3-4dsbc6GyD_7AuM5sr-yy7rQgbg=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.776851
210,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rlY2rE9xmG,mitchsn yeah kinda spongy weird the small one be not bad still texture real turn seem waste crab big kinda suck eat after try cook different way I give lot Hawaiians love I think that s they ve never dungeness no comparison,1 month ago,@seancallahan9026,UCJjCJ_RfZvWhixY5Eo0BzwQ,1,https://yt3.ggpht.com/3p-_baV3phwh4s1tak7OD9d0rtbB_eFv_awXpidkx52HsO-SjtbC7fehgxOD5TLklAkG9OndZQ=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.778797
211,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rl_KN-6uSQ,mitchsn I do not think bouncy good description texture spongy definitely its like chew chew nothing happen the meat never flake apart you re kinda stuck swallowing whole I ve try less cook lot different way nothing get rid sponginess meat try I m sure you ll go right back Dungeness Edit I live San Francisco early 80 get crab Dungeness near Fishermans Wharf Pacifica pier 35 year Hawaii crab mud crab fun I d give away since I do not like in Seattle back crab dungeness man I miss really good crab,1 month ago (edited),@seancallahan9026,UCJjCJ_RfZvWhixY5Eo0BzwQ,1,https://yt3.ggpht.com/3p-_baV3phwh4s1tak7OD9d0rtbB_eFv_awXpidkx52HsO-SjtbC7fehgxOD5TLklAkG9OndZQ=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.781831
212,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rlaDNtvW7_,Idk guy eat perfectly cook mudcrab delicious I would still describe bouncy silky tender Spongy sound overcooked,1 month ago,@OutdoorChefLife,UCNqpN335uVY9Sx_ZK_WuOAA,3,https://yt3.ggpht.com/ytc/AOPolaTpPglY5m3_b2Z7CeVnn5XIFKckna-ZCMJAcOsG=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.784833
213,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rldQewBaXM,outdoorcheflife I do not know Taku I ve catch ton mud crab decade Hawaii cook lot different way I never care texture the taste okay come man you admit Dungeness still way well I know you re great chef appreciate lot different taste texture know mud crab unlike cold water crab maybe try mud crab you re Hawaii call Samoan crab thing see differ australian one if maybe hawaiian one that s spongy I know I do not overcook hundred time I ve even try undercooked see nope still spongy Love channel fishing crab forever fond mud crab meat texture Super fun catch watch finger those guy easily lop way fast cold water crab and mean,1 month ago,@seancallahan9026,UCJjCJ_RfZvWhixY5Eo0BzwQ,0,https://yt3.ggpht.com/3p-_baV3phwh4s1tak7OD9d0rtbB_eFv_awXpidkx52HsO-SjtbC7fehgxOD5TLklAkG9OndZQ=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.786737
214,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rldlKG-UK9,seancallahan9026 Aussie mud crab life can not begin understand you d describe like hey only thing make sense they re different one you ve catch,1 month ago,@resonansee,UCFV8-uNDU7xOlZ-sfX3oVBg,1,https://yt3.ggpht.com/ytc/AOPolaSbnqjdsPRcLweo78qqT5nkDVnq6WHkgBxmYcUP=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.789841
215,UgwH3gzsLL2wRF0hbLh4AaABAg.9rlUhm04-nN9rlhlBf07cU,resonansee that could though exactly crab I m think since water much clean catch Oahu may affected texture meat it always big deal flush crab clean ocean water couple day expel mud change water daily clear I keep huge one alive almost month still texture meat funky but oilbase toxin be not water soluble whatever mud crab be not anything compare good flaky coldwater crab maybe Aussie crab different maybe you re use if you ve alaskan King crab snow crab dungeness crab texture really flaky fall apart Taku describe mud crab bouncy that s definitely thing flaky love anyway,1 month ago,@seancallahan9026,UCJjCJ_RfZvWhixY5Eo0BzwQ,0,https://yt3.ggpht.com/3p-_baV3phwh4s1tak7OD9d0rtbB_eFv_awXpidkx52HsO-SjtbC7fehgxOD5TLklAkG9OndZQ=s176-c-k-c0x00ffffff-no-rj,False,True,1689633641.79274
216,UgwBqnz63rT7M9XtSQB4AaABAg,I ve eat noodle like whole life,1 month ago,@laylend8632,UCATR_UfYATuXzC6mQbxKdsw,0,https://yt3.ggpht.com/8ZBScWUWiq2ox7A9Zafm1hgsLDLy-_JfqR6GSnwAGAdEqjkQYngNAbwBIzRsDYg0Lg3pY-NvQWc=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.133545
217,UgxVUJM_7JXRxm9zqxd4AaABAg,man snack 3 ya I would ve cook 3 crab 1,1 month ago,@randomguy3004,UCJ-nB66suNkHUfpQnn14juA,1,https://yt3.ggpht.com/ytc/AOPolaR-ryvQA1z4r_fB_kasC6gcj6eTqqUTHeNjv2Fh4yy3XlqFHqdMvzopjC2veNVf=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.13564
218,UgwDJzsEkxlT27xONTN4AaABAg,one day I get try food do not think Got rich get Aussie mud crab cook raw ramin,1 month ago,@puravidachannel9582,UCGENPusfltH_ZDrDMURjDVA,0,https://yt3.ggpht.com/yb6r4hWufyoi8ZdJCPHcxt-VYu0ed5QzZ3GFJeYl4a009ez_QDRMpcNYKfz5kdrZot1SedgVWw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.138645
219,UgwVRsau9qu7Sg4mT7N4AaABAg,the simple thing hey good company good food win,1 month ago,@lkfishing192,UCccJdzPT449qLE0y8zgSlbw,0,https://yt3.ggpht.com/ytc/AOPolaTXOCvUsEwrAeb5fOCYFf1rES-Wtp_GYnytpQeF=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.14154
220,Ugyv5631zKV2PbHRTrN4AaABAg,love video,1 month ago,@soklypum2641,UC-ChBss_QK-baDiJYtWKmXA,0,https://yt3.ggpht.com/ytc/AOPolaQVKXCBfpEXq9n_amf4EqllcQcmZuq3Lp0fqQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.14457
