,cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
221,Ugxa_mx-O6_VrQUpH5h4AaABAg,Nah crush shin raman season childhood snack its legit,1 month ago,@funkdahmental,UCUo12Ur_QJbgrR8hBiPaCiw,0,https://yt3.ggpht.com/5c7FYEqwnCMkZMhY5qjL8ghPL8_G7kiVu6KKa4qvs2Rp92MtPL0zxhzpr8lhrfe34P19RtvAGA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.147546
222,UgzBEKtqYU_H7Sk4x1d4AaABAg,Great Video TakuI give 6 Taku Beer Chug Meter,1 month ago,@jaykinersly5142,UC3xmJTs1P-ivAEPqCX6Wsmg,0,https://yt3.ggpht.com/ytc/AOPolaSa2Vv0-cUmZDfcdtZfv6EvbRXyd6_Y_ppsUCPz=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.150559
223,Ugyg4eSkGLaU4aa02Fx4AaABAg,welcome Australia,1 month ago,@jellymaneducation6168,UCQRKZIhygTNRPTEmbWQ7LXg,0,https://yt3.ggpht.com/ytc/AOPolaRYtdlX4ecImE1abM0jk__vBp2jLjq2JJdT8G3r=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.152641
224,UgyczyjArf5EHOFjtTR4AaABAg,I feel like need name crab something Mud crab if like seek good taste crab name like great blue crab big legged hardback I suppose Australia also jewfish not great name either I hear pretty aggressive greedy even,3 weeks ago,@drewandcharlie7583,UCWmmUdytU00ZKbykB1fIsQQ,0,https://yt3.ggpht.com/ytc/AOPolaTLM3eEz9nCfpB2XlkdT2mBpFR6FHXcc3p5y8CW=s176-c-k-c0x00ffffff-no-rj,False,False,1690497642.154545
225,Ugwpm0ivR4ftp44enIt4AaABAg,nothing put damper trip like australian hunting fishing law lol,1 month ago,@GrowAndFlow-pr4cy,UCrxFdGy5F3z23q24sGNkcHQ,1,https://yt3.ggpht.com/ytc/AOPolaTFcADhhcjLK04pRf252MKcUGuoo1_QD0yOR9NAGd4c-3GrxiSib6LSmebIdRjk=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.157636
226,Ugzfymxo18bGcIdwO-t4AaABAg,never mud crab try lot different kind crab I still say dungeness good hand downat least far not crab bad alljust buttery sweetness Dungeness hard beat in meantime I try different crab chance I get a terrible thing Ill sacrifice job lol,1 month ago,@MrAcuta73,UCezbR6RE6q2fSXPzZz6nXZg,1,https://yt3.ggpht.com/ytc/AOPolaRwX4NgTwXyR8ZV0IvNqyszUrdyy-W4FA9ixb8A=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.159639
227,Ugyaj5kJktLLwDLZ93d4AaABAg,Oof RoKKit supply tool everything get massive crab barely get enjoy claw,1 month ago (edited),@iDomxKillshot,UC4MFwLdKzu_FzKEVonA08AA,0,https://yt3.ggpht.com/ytc/AOPolaSgpVVx5SFrtj5WC_7fml98VXBuqhrIC0Cq1pxFzA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.162636
228,UgwkbNvgupmFc97S5ml4AaABAg,Rokkit Awesome,1 month ago,@redbulljustice.x270,UCzlP9mX07JbuwysQJ5NttFQ,0,https://yt3.ggpht.com/ytc/AOPolaR8kJJTTO-NayHGd0d_yGtvoeDtaF4DahPGiCFY=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.164636
229,Ugx1rGKZS-sL8BD5CEJ4AaABAg,when s rokkit uploading can not wait,1 month ago,@johanb33,UCG5OqUQRZs9Tp229a9kiDUw,0,https://yt3.ggpht.com/sLzhYsxrmYiufNu6V5N7cgOb7gLkmPb6VKzO_fgY6d8ZXehTXTMkYQgDLT8rCvUHCSX4uXEmwxc=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.167545
230,Ugz44ThtO0GbKnH16Mt4AaABAg,hot tip mop sauce use mash potato instead noodlesthank later,1 month ago,@ageofatheism6638,UCXB5Il7o9dSuKqcC1ZL4MbQ,0,https://yt3.ggpht.com/ytc/AOPolaSHtOSE1Fp-oE-P0ppEjdiqhNes3NGLN6YDE7tn2A=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.169635
231,UgxCXz1dkyuSdzddocR4AaABAg,Omg I ve hang episode,1 month ago,@elenipapadakos3804,UCiomXSM5fIhNsMmPqPoAbfg,0,https://yt3.ggpht.com/d-Dd2IHIjiOT0C2sWXTlraJbP0oNvfdfArCVUwHLyB3gLAIg8i3jjbVJtMTduO1_rBOYg3YP=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.172654
232,Ugw8yyJe0Vr8SjTKzzp4AaABAg,wow thank video awsome lovely see Joslyn talk much video,1 month ago,@cocokay7368,UC3tANW9dHTFZhLaUIoRWMZA,0,https://yt3.ggpht.com/ytc/AOPolaTGObdYM-jCvs67YsJ9FRMfMNsyELVuSdgFZA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.175639
233,Ugw0oO5KTxPvoap2r-B4AaABAg,be friend joyous,2 weeks ago,@JoLeng205000,UC78ME-kFf0zLTQw0-nTtrzQ,0,https://yt3.ggpht.com/ytc/AOPolaSYMKWrmN13cb6sb-BFvZgGpTG3uSZ2jOo7Qw=s176-c-k-c0x00ffffff-no-rj,False,False,1691102442.176647
234,UgxET_oIS32HIl8UYxN4AaABAg,dude I guess I d one eat raw uncooked crunchy raman would like eat twig,1 month ago,@randalreigel4089,UCEvY-w-0EVfb09mpF24wrrg,1,https://yt3.ggpht.com/ytc/AOPolaQtMZug2SRtoZJvhiMXgLXIITcOMzbrZGMYJmdGGw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.179637
235,UgykquZuUoVmyp-RVit4AaABAg,you have to go CAPE YORK or NT catch barra,1 month ago,@nerdskiii,UCXOcJqfInGRimB-M6TH_6xg,2,https://yt3.ggpht.com/ytc/AOPolaRDkF38-E_a1O4KIm2l4g9c8NCYrZaVl5J2RHaF228=s176-c-k-c0x00ffffff-no-rj,False,False,1689633642.182545
236,UgxVUJM_7JXRxm9zqxd4AaABAg.9rlPNKv_ZvL9rl_pxP2kjm,I want send home crab make family,1 month ago,@OutdoorChefLife,UCNqpN335uVY9Sx_ZK_WuOAA,2,https://yt3.ggpht.com/ytc/AOPolaTpPglY5m3_b2Z7CeVnn5XIFKckna-ZCMJAcOsG=s176-c-k-c0x00ffffff-no-rj,False,True,1689633642.3619
237,UgxVUJM_7JXRxm9zqxd4AaABAg.9rlPNKv_ZvL9snZx68Tl5O,OutdoorChefLife that s thoughtful,2 weeks ago,@randomguy3004,UCJ-nB66suNkHUfpQnn14juA,0,https://yt3.ggpht.com/ytc/AOPolaR-ryvQA1z4r_fB_kasC6gcj6eTqqUTHeNjv2Fh4yy3XlqFHqdMvzopjC2veNVf=s176-c-k-c0x00ffffff-no-rj,False,True,1691102442.364001
238,Ugyaj5kJktLLwDLZ93d4AaABAg.9rmCwVIvLN79rmyUlIN_ZM,I think get two whole crab plus get eat time unlike US skimpy,1 month ago,@puravidachannel9582,UCGENPusfltH_ZDrDMURjDVA,0,https://yt3.ggpht.com/yb6r4hWufyoi8ZdJCPHcxt-VYu0ed5QzZ3GFJeYl4a009ez_QDRMpcNYKfz5kdrZot1SedgVWw=s176-c-k-c0x00ffffff-no-rj,False,True,1689633642.542507
239,Ugx1rGKZS-sL8BD5CEJ4AaABAg.9s1zai7knET9s2GgL6VACk,he check description,1 month ago,@OutdoorChefLife,UCNqpN335uVY9Sx_ZK_WuOAA,0,https://yt3.ggpht.com/ytc/AOPolaTpPglY5m3_b2Z7CeVnn5XIFKckna-ZCMJAcOsG=s176-c-k-c0x00ffffff-no-rj,False,True,1689633642.736846
240,Ugx1rGKZS-sL8BD5CEJ4AaABAg.9s1zai7knET9s3S0DQdS3K,outdoorcheflife oh haha I think would another one you guy one every year,1 month ago,@johanb33,UCG5OqUQRZs9Tp229a9kiDUw,0,https://yt3.ggpht.com/sLzhYsxrmYiufNu6V5N7cgOb7gLkmPb6VKzO_fgY6d8ZXehTXTMkYQgDLT8rCvUHCSX4uXEmwxc=s176-c-k-c0x00ffffff-no-rj,False,True,1689633642.739956
241,UgxCXz1dkyuSdzddocR4AaABAg.9rlMnf4sdyN9rlPEJdiRPC,haha,1 month ago,@bazman7255,UCY03FqN0iBHcOntyr0skYUQ,0,https://yt3.ggpht.com/ytc/AOPolaQ_VtNx7K1anewkwbsglLFFfS9lv1o5p8E6jW549g=s176-c-k-c0x00ffffff-no-rj,False,True,1689633642.914202
242,Ugy6aLISjgLFcU8tG5t4AaABAg,question stand compare dungeon,1 month ago,@acoop101,UC2ruKVXHOZQ5aGJ4X72EkwQ,0,https://yt3.ggpht.com/ytc/AOPolaSNe7VtiRf2K9G2z8W5KlEcdr2Q68j9urNoHQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.251513
243,UgzwYywCptL_smz9bdZ4AaABAg,good Collab ever faceredheartshape,1 month ago,@thvtsydneylyf3th077,UC83B92v29XIRSr3xjPu0SQw,0,https://yt3.ggpht.com/ytc/AOPolaSc2u52NAe0ryVZklu-UWxuCZJgqkVdEvDKxP3k0g=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.253532
244,UgwCiGvgP1bevuCPgeB4AaABAg,as soon I see boat I know lol,1 month ago,@AMPLLC123,UC_SkWIOod-a7QP8HIt7l1uw,0,https://yt3.ggpht.com/fHJRUnLDO8K31iizr4FVuWEaSk1IQK28qnzsEICcDpkQy9xZgBcroptw4cnqvdg7Oip3JGOT=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.254532
245,UgzhEhUmyjQBz_HT1DJ4AaABAg,nextime cook noodle way use actual pot fit everything,1 month ago,@frankcastle3827,UC-TBJieKVKEFneqf3aBn13A,0,https://yt3.ggpht.com/ytc/AOPolaRZSodQhpfRJg1QxMSqEIIpeHvSl_1S3EueKsFQPg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.254532
246,UgyPnA0cXDWLWP1fLil4AaABAg,man careful finger go that crab huge,1 month ago,@tommymai3062,UCR_FsQ9kkT_5rDyH-GIBZlw,0,https://yt3.ggpht.com/ytc/AOPolaRDKxJLp8tdEo98ynqgK7aeu0WGdzK1eZyF=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.255531
247,Ugxk-TZPmf8TQVC1wN14AaABAg,wait collab either YBS YOUNG BLOODS Fishermans Life,1 month ago,@chaya2994,UC1Bkj_3sRnEQXiZq3htkzRw,0,https://yt3.ggpht.com/ytc/AOPolaQpNisASTtw2zpg6wOLfdQ1SixmMTGQwuE1yg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.256524
248,Ugx5QO_UgRz_q0bg37Z4AaABAg,Nice Combo episode Taku SkidPig skidpig,1 month ago (edited),@DB.Crypto,UCts2BJhF5RxhTvTSyIGY92w,1,https://yt3.ggpht.com/ytc/AOPolaSsK_Ex21aMML7NxhZoKkesx2aSeZ9557fY0CbB=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.257537
249,UgwYo_oz3TMV0qzSIs94AaABAg,Tastier Coconut Crabs,1 month ago (edited),@RamaswARMY24,UCLMJo0YNXd4xZrFa3fcdW-A,0,https://yt3.ggpht.com/VqjKrLHSCVc0yGdWLqxMGRChYAZYbUACjCOKIDqKqT5OtZrOnQOn094kJFnP0aAr0Ier0TCMLAQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.25847
250,Ugyj83DXvKOxzouRHuR4AaABAg,ককড ধরর অসধরণ একট কশল দখ খব ভল লগল ভডওট,1 month ago (edited),@themaskaraltd9235,UCBM_LPUIKTxHVYr-blRQRUw,0,https://yt3.ggpht.com/YgjHkcBw9PymIYiWFsX8GTnOQNI9a360hLgG4epiDVjA89Qtvb46pE7oMO8DsKIS86SCn4YrSQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.260547
251,Ugx_eUbn0hxx2GnWdvh4AaABAg,that crab turkey,1 month ago,@cookitupppp,UChm7vPErkQoMDqtOCI2woAg,0,https://yt3.ggpht.com/n2TTqTl2UyI9adxu8g6Ct6p61bogZmc07UsbOfG78s_VJiHd_fK-gxXoJN1XsEx-HwEOi31V=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.262568
252,Ugxc0M4_z9P28bUgPYR4AaABAg,really make sense throw claw back I guess people could rip claw throw undersized female back,1 month ago,@Your_Face,UCEhAILWKnjPAo-eDzOPgCLA,1,https://yt3.ggpht.com/VszzfnCxmfJAYmKqB3ipcWvj5C2lS-YQHyROD87eJJnpzMMCmbZ6wzCuwgRZZX3E0GskUDd9Dg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.264559
253,Ugw87OoY7ULgda6Nsbp4AaABAg,Hanapaa Actions well nice,1 month ago,@mkim5615,UCSN-CbT2IwBqEORxpIgtIrQ,0,https://yt3.ggpht.com/xtzIZFwZ22BxgN9icicyE_Vz72BK6kR312WJlzTyL03eFuePCr-Z6CLlvG9Lj8UaFHsPJzVDjA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.267564
254,UgzcNAv5_BUgcLSh7-R4AaABAg,awesome,1 month ago,@eyeballs306,UCJ2I5ABD0kLPmscX31xMcMw,0,https://yt3.ggpht.com/ytc/AOPolaSBs29nsA01Ah6ObJ33f1HYkUuuwo862fwNLQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.270556
255,Ugwre4gE6AHBhZgG7FN4AaABAg,be wait vid,1 month ago,@JohnPaulJones87,UCl306wGvo902Aq0T13Hgf3w,0,https://yt3.ggpht.com/ytc/AOPolaRmOuwr3Rj88cZ4h0cuQsgmJ2FlzZyJ31fC5g=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.272564
256,UgwTOQWXAfOU9NOB1DF4AaABAg,would able keep female muddys northern territorythey look 15 sure able keep QLD,1 month ago,@pdogg3106,UCQPtxLzVHds5mUXjt-YlF0w,0,https://yt3.ggpht.com/ytc/AOPolaSnTPfEuiGSWQQ9B4loVlHEtRNQ8Jy9yChDmA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.275558
257,UgyDJ6fw_0rTS4-BMp54AaABAg,Hella dope,1 month ago,@duudejonathan,UC60HtA4p8ABcklbzWY6La6A,0,https://yt3.ggpht.com/ytc/AOPolaQFbJ8m-xTekx2_8OkhK7NE_QALEP7boy7VptU-dg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.278433
258,UgxkiKN9zawTk5MGxNR4AaABAg,you link ybs field day,1 month ago,@808lifekauai,UC3pr3nj7dYoeRImw-2UVodA,0,https://yt3.ggpht.com/ytc/AOPolaQkdYjTq0ujItphEc3r-mqPe3QjbKfcoYxqnQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.280543
259,Ugy8zY9qRyV8QtMnZOd4AaABAg,that s I m order one cuz I can not afford trip Lol I get to try one,1 month ago,@TailEndCustoms,UCufbXVYRSYQgjq4WANKohag,0,https://yt3.ggpht.com/ytc/AOPolaR2k4JTECYcUTFf4ZHOHHdGBX4fSzWhFLtutWLHZQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.28254
260,UgxxXudrZq6pr0CPuNB4AaABAg,you got to make collab Youngbloods its go to fire,1 month ago,@nikenuke,UCpRkfejP3qjI8qzmL-uMSyA,0,https://yt3.ggpht.com/ytc/AOPolaQzU6uQeeUJwQBYOv-Nch0jKSiIZ1Vhn-NWDQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.285539
261,UgzPCImvrxntF1w82Bt4AaABAg,poor crab without claw haha,1 month ago (edited),@Kikayocha,UCHVIeu5ADb2IvPNZe8Xqmkg,0,https://yt3.ggpht.com/ytc/AOPolaQ2Tn7uRKcTwgnUWxWTaVasAxsbrm7WYrE1kKK7cQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.287534
262,UgzDgBSc6awaXL86DgR4AaABAg,true bromance,1 month ago,@GoldenGecko,UCn8vqHJfgIDbcaunubzZINw,0,https://yt3.ggpht.com/ytc/AOPolaTpCwGZIoJpDsFuzkHJbEEHHybt4RDdhn-l_om_=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.608346
263,Ugy6BY87ESIRPs9kJOt4AaABAg,to one person dislike video we get lose claw get,1 month ago,@Jake-kr8sc,UCVR1ZWqmxdpqKYHfevupsKQ,1,https://yt3.ggpht.com/ytc/AOPolaRPJT65fAVhy9tadTQmh5D_D4eKGF4fyL9hWlqMCA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.610348
264,UgzuWgqZ_7Qzh5X6RtF4AaABAg,I still eat raman way young daughter,1 month ago,@steveburnett6481,UChyWcA22NPRbT7EorFUoWIw,0,https://yt3.ggpht.com/ytc/AOPolaSFtOK0cA98oTmrfWKd4gTBzdNPlRcm-kcFvqTl=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.611347
265,UgwzsF98ofYbxBzZ8ot4AaABAg,so sad see two worry claw already sever try follow rule,1 month ago,@winstonchurchill9290,UCtA5v-GkHZ3Q7okBFu34sDA,0,https://yt3.ggpht.com/ytc/AOPolaQpmRM7MLFvytn6xPlRT5NVYq0_G83I8DGcdHJG=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.612348
266,Ugz9W6q3qXGwlbvFE_t4AaABAg,do not know Australia taku i d love meet ya big fan,1 month ago,@OldMate94,UCqDBpe7Dq7MNE2Jr_r2T9yQ,0,https://yt3.ggpht.com/ytc/AOPolaT_llCqJq8RTBeMWXkfwieFERWPiK-5MTULh3IBIw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.61364
267,UgybYsRsQsyVRKHUZp14AaABAg,hell yeah I know would,1 month ago,@TailEndCustoms,UCufbXVYRSYQgjq4WANKohag,0,https://yt3.ggpht.com/ytc/AOPolaR2k4JTECYcUTFf4ZHOHHdGBX4fSzWhFLtutWLHZQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.614795
268,UgxzdjHXx5o_2Dinoz54AaABAg,Dang iti salivate M go to try recipe dungee,1 month ago,@splitzable,UCqpmmdSw753cxcEt0FlETjw,0,https://yt3.ggpht.com/ytc/AOPolaRwqpYxoveDD2cRCbAqUl7-wbu5WJ5kfA8DJQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.616761
269,UgzpG_wlsEKtbsPNSQZ4AaABAg,Jocelyn goate give bite first,2 weeks ago,@user-mn2tt9bw9z,UCJ4a10OxuQVf834FNSqIHGQ,0,https://yt3.ggpht.com/ytc/AOPolaS5n7w5ZqnKjUCVQ7vOAuEAawnwfyw3ufZFJqlPa9phM7amD9YaPR4QAL1vZTUw=s176-c-k-c0x00ffffff-no-rj,False,False,1691102443.617762
270,Ugzc0hyawYQ0IBPPTj54AaABAg,you guy go lobster drive sashimi,1 month ago,@bankmaster5104,UCqGz2bHJvPYKIGyOvnVBwIQ,0,https://yt3.ggpht.com/gx3Qmsrjdn2H2ItwmGjfohNInidBbUgMPYUNNnfBInYqOmstpEA6GB5x1SxqFvDiR83B_1phK9E=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.618759
271,UgyfnksHEhRHQCfiaxF4AaABAg,you do not need luck mate you re australian,1 month ago,@Yakplanet_tv,UCIdGmi3lVgj82zBetj7VTrw,0,https://yt3.ggpht.com/pIHFIelx4lcnIBUh_ayo48ACEjOncRT3GzVjo7DhdWKekTrY-nGuCx6wKhKXPvlNyTzriP-rUw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.62077
272,Ugyb7x8zFb8bVMYXEfd4AaABAg,guy legally allow keep claw,1 month ago,@christopher8576,UCyRbQe4GcCoT-VLSVwIQRLA,0,https://yt3.ggpht.com/ytc/AOPolaRJ5eyStI49Hp5gFqArtxUqZ4_UUk6fHRaldQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.62077
273,UgzlStEHM1AciUXcTQJ4AaABAg,great video,1 month ago,@headswillroll89,UC0bkFhCxvw5gnUBAnHxxhrg,0,https://yt3.ggpht.com/ytc/AOPolaTec48vc6fLopFO2TLbnrn7JTyDC5XUkIQ-P-pI_uFRqu5yGEzP9lXKrqEHProK=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.623478
274,UgyRmLom1-fUqIE0a214AaABAg,bruh why d Jocelyn get one big claw should ve least give Rokkit,1 month ago,@royyyyyyyyy,UCK-d_nEBJpPLbK5daQfDHWA,0,https://yt3.ggpht.com/ytc/AOPolaQ1Q77JPNVSddQ1FAaqYVndbReQ_PXTBZCawxpYvA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.624484
275,UgxhR1O_ePaJEGnZMYR4AaABAg,australian paella risotto crunchy noodle,1 month ago,@izzydlc21,UCPcLMdIRokVx8DsJP0kAFXA,0,https://yt3.ggpht.com/0l1pNvFElL7JIXsuv0akOkuUAE0XzpRdp-qNFxb6Ajm1uoK7I3FeGU_QVGwG_jaUkRK50DpoWQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.626476
276,Ugyu4VKhTETXoAFuH-B4AaABAg,Welcome Australia mate,1 month ago,@YabloodyWombat,UCLy9yWIZZ59R6lsCR_o0j3A,0,https://yt3.ggpht.com/PwQWcv79V78fsP6VF4_b9xtqlNRgnupcZWdQdsKjftefvMM1BXblVBR8cWyLjzVmQW_PfuN7zA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.627485
277,UgxzNHM0jLtPZru-E3h4AaABAg,we call samoan crab Hawaii,1 month ago,@drabacal65,UCD4qsXg6nizu34haY8mUHfQ,1,https://yt3.ggpht.com/ytc/AOPolaTfVYoRISC0cksQCV7ecti0gHdEcb5KJy6rqsW-4w=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.629474
278,UgwB3UVdhpk9TpBydzR4AaABAg,that crab could snap u half,1 month ago,@titogreggy,UCvCElpbvOxv3pHmQ0Ip0u1w,0,https://yt3.ggpht.com/ytc/AOPolaSSvMxEZjET91YtAb15iJ4r4vB5drPyrwz6ZZ5iZw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.630476
280,UgwqgBDn0J2aa4PWE8R4AaABAg,use take raw noodle school,1 month ago,@hororangihika8449,UCTBOmJvKHdKNePywNtydgKQ,0,https://yt3.ggpht.com/ytc/AOPolaRWn6O4K0Xlbk5ue0kF6Glw0jg8eo3D3OXPr_aWUA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.632381
281,UgydD2EnVkXO8aDRKjh4AaABAg,what building cook,1 month ago,@richardjoyce1,UCF3X_GsAK-mvGzTfZ95k7hQ,0,https://yt3.ggpht.com/ytc/AOPolaTFo5LYZPWJ0KX9sp7aQ_JMQoQKoXMRF2rjkFdB9A=s176-c-k-c0x00ffffff-no-rj,False,False,1689633643.634382
282,UgxzNHM0jLtPZru-E3h4AaABAg.9rlV0MEKcha9rlX9HzbAjU,yeah bruddah we catch ton Kailua Ká elepulu stream I m Washington State like dungeness crab much well but huge Samoan crab sure fun catch Aloha Washington,1 month ago,@seancallahan9026,UCJjCJ_RfZvWhixY5Eo0BzwQ,1,https://yt3.ggpht.com/3p-_baV3phwh4s1tak7OD9d0rtbB_eFv_awXpidkx52HsO-SjtbC7fehgxOD5TLklAkG9OndZQ=s176-c-k-c0x00ffffff-no-rj,False,True,1689633643.894501
283,UgxVLsh2ZmgZ9xO6lnh4AaABAg,I ve always lol,1 month ago,@NotYoBabyDaddy,UCAPOyAqbiNXBRZ-_NCSvepg,0,https://yt3.ggpht.com/ytc/AOPolaSgTj6B1B_22oqub1aIw0aBBtQydy3a2TgN5y0H_aYC3K7O97Cc3r2eeJSl9vos=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.196906
284,Ugz5XG8mg7ClhxNm7Y94AaABAg,the soy sauce use favourite soy,1 month ago,@CLFS,UChrow2KLBky_3wjjTELDb3g,0,https://yt3.ggpht.com/ytc/AOPolaRzdEMMtkyk6CMzSJrt2evXQvQcJUJd-VIuePMwIA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.199015
285,UgyuNr4janHeBP36xTF4AaABAg,bro wok way small,1 month ago,@thai_my_shoes7990,UCKGZ1zHyYvqiQlSZ__MArxQ,0,https://yt3.ggpht.com/ytc/AOPolaR6bKR5ch5RyQbrZ-wtunbXksRhQuicpslowA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.201017
286,Ugx_dg8BVbAsgM9uSYB4AaABAg,raman snack fav kid,1 month ago,@cptobvious8390,UC4kgqjdpyCJ5etysuCTJE9Q,0,https://yt3.ggpht.com/ytc/AOPolaR4VTVbz9jSpsMR_7pesGcP76h_N8vvwvSenbC-pi6BBdewx8ZnBqjkJFlDv2O3=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.203003
287,UgyxtY76r9iyV4QeWbh4AaABAg,look like find Mr Krabs,1 month ago,@Grits_and_Glamour,UC9fct88Ust3t3ZfacjUExnw,0,https://yt3.ggpht.com/nDY_hd_jdb1tIxzgFCfmF38b139dpJZeE_pJoBLq0MXMmeffdwTEoEFkWVlc75hPDiPGkA-Cjg=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.205013
288,Ugz-BbD2PA7ji8l-QpZ4AaABAg,awesome,1 month ago,@ronaldramos1083,UCkHr7LUzonZ0gclGnVZNhFg,0,https://yt3.ggpht.com/ytc/AOPolaRvOX32PXij_CKI3x0qdllvAJgPEAgBEON-zA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.207005
289,UgyOXRVGkMd8YKVUJoB4AaABAg,lol I m hmong also,1 month ago,@treybro4657,UCjtTqipWcmW681roRZTnt6g,0,https://yt3.ggpht.com/ytc/AOPolaRIFGDRfDW8MOx0Bj0TVXIVZnxxGxF4w7QgBw=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.208006
290,UgxLaO311iwq4_Ujbzl4AaABAg,hell yeah that s,1 month ago,@Brad-ku9yu,UCszVgBUxkbukIExr9BiuMyw,0,https://yt3.ggpht.com/ytc/AOPolaRdE-FzJVBktaJ1mfHkCY_BPjyxnQv-_er6c63uZQ=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.210179
291,Ugzlo8DzEL0hGbryOmh4AaABAg,wow rokkit takuamazing,1 month ago,@arghaagga,UCZMOSlRfcp8qtRxkv0Rok6w,0,https://yt3.ggpht.com/uRGd49daMT3s0jfRqA-rOrznR60oZXbUS5nmLIMKoakOUxI6rCbWANJeAk0NxK2epAbJ7sC3lA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.212108
292,Ugxjzj11Kp2ToAQkX2N4AaABAg,big fan chef,1 month ago,@henryraschke1510,UCQH94ewoB0VpeHneviIicyA,0,https://yt3.ggpht.com/ytc/AOPolaSFIdDiV5a2xNStTSvCkJzsBmDZU3Vw9HhN0ZqHIzZOjjuwRqp3ueBaEFTIvIDy=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.214018
293,Ugyc243O6raSwwRzoqB4AaABAg,but dam mudcrab fking vicious,1 month ago,@Lucas-wn5wm,UC9Mu0nao1NNJbYJPuTHbynw,0,https://yt3.ggpht.com/ytc/AOPolaRchK83Sf2eVK5DcJzKgXJFKBMN-cgSD9TbN9WbIA=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.215013
294,Ugy5Jwo_pomF-ZFetQh4AaABAg,finally take long enough,1 month ago,@warzonecaptaingeorge4721,UCzBYlBxaM0VmvyoJNegPatw,0,https://yt3.ggpht.com/equT_KT1A9HnkRMl9tMgfFFHMnw5TCsFpNiIl7NVCY7k5ru04pVAtwonFp4V7D94hFw2Ss6v=s176-c-k-c0x00ffffff-no-rj,False,False,1689633644.217013
